"id","kind","module","title","owner","execution","reason","delivery","authority"
"TC-M05-06-01","MODULE_TC","M05","Hiển thị & tính toán thông thường (phân bổ theo chỉ dẫn)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-06-02","MODULE_TC","M05","Không có dữ liệu / thiếu (không có chỉ dẫn → gợi ý oldest-first)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-06-03","MODULE_TC","M05","Giá trị biên (thanh toán đúng bằng nợ; tiền thừa)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-06-04","MODULE_TC","M05","Thay đổi / ngoại lệ / phân quyền (phân bổ quá mức bị chặn)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-06-05","MODULE_TC","M05","Gửi lại / đồng thời / tính nhất quán (re-allocate & đối soát)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-07-01","MODULE_TC","M05","Hiển thị & tính toán thông thường (lịch gửi đúng quy tắc)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-07-02","MODULE_TC","M05","Không có dữ liệu (không có GN đến hạn trong kỳ)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-07-03","MODULE_TC","M05","Giá trị biên (cuối tuần/lễ; 2 GN cùng hạn cùng khách)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-07-04","MODULE_TC","M05","Thay đổi / ngoại lệ / phân quyền (bỏ qua khách đã thu/tranh chấp/tạm dừng)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-07-05","MODULE_TC","M05","Gửi lại / đồng thời / tính nhất quán (retry kênh lỗi)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-08-01","MODULE_TC","M05","Hiển thị & tính toán thông thường (xuất giấy báo nợ)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-08-02","MODULE_TC","M05","Không có dữ liệu / thiếu (GN chưa có giao dịch)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-08-03","MODULE_TC","M05","Giá trị biên (số liệu lớn, nhiều trang, ký tự tiếng Việt)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-08-04","MODULE_TC","M05","Thay đổi / ngoại lệ / phân quyền (đổi sau gửi → tạo phiên bản mới)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-08-05","MODULE_TC","M05","Gửi lại / đồng thời / tính nhất quán (đối soát xuất ↔ màn hình ↔ cổng)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M06-01-01","MODULE_TC","M06","Luồng nghiệp vụ thông thường","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M06-01-02","MODULE_TC","M06","Thiếu hoặc sai dữ liệu","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M06-01-03","MODULE_TC","M06","Trường hợp ngoại lệ (chênh lệch số lit / hóa đơn điều chỉnh phải giải trình)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M06-01-04","MODULE_TC","M06","Kiểm soát quyền thao tác","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M06-01-05","MODULE_TC","M06","Gửi lại/đồng thời + biên: 1 hóa đơn nhiều xe; thanh toán một phần; hóa đơn đến sau kỳ","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M06-02-01","MODULE_TC","M06","Luồng nghiệp vụ thông thường","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M06-02-02","MODULE_TC","M06","Thiếu hoặc sai dữ liệu","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M06-02-03","MODULE_TC","M06","Trường hợp ngoại lệ (NCC chưa có hồ sơ + khoản không có hóa đơn)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M06-02-04","MODULE_TC","M06","Kiểm soát quyền thao tác","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M06-02-05","MODULE_TC","M06","Gửi lại/đồng thời + biên: NCC cũng là khách hàng; 1 hóa đơn nhiều lô; đổi tên NCC","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M06-03-01","MODULE_TC","M06","Luồng nghiệp vụ thông thường","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M06-03-02","MODULE_TC","M06","Thiếu hoặc sai dữ liệu","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M06-03-03","MODULE_TC","M06","Trường hợp ngoại lệ (trả trước / trả thừa → tạm ứng hoặc chưa phân bổ)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M06-03-04","MODULE_TC","M06","Kiểm soát quyền thao tác","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M06-03-05","MODULE_TC","M06","Gửi lại/đồng thời + biên: đúng hạn; ngày nghỉ; 1 khoản chi nhiều hóa đơn","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M06-04-01","MODULE_TC","M06","Luồng nghiệp vụ thông thường","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M06-04-02","MODULE_TC","M06","Thiếu hoặc sai dữ liệu","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M06-04-03","MODULE_TC","M06","Trường hợp ngoại lệ (yêu cầu bị từ chối / hủy sau duyệt)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M06-04-04","MODULE_TC","M06","Kiểm soát quyền thao tác","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M06-04-05","MODULE_TC","M06","Gửi lại/đồng thời + biên: số dư đổi trong lúc chờ duyệt; đối trừ một phần; 2 yêu cầu đồng thời","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M07-01-01","MODULE_TC","M07","Luồng nghiệp vụ thông thường","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M07-01-02","MODULE_TC","M07","Thiếu hoặc sai dữ liệu","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M07-01-03","MODULE_TC","M07","Giá trị biên (lái xe đổi xe; chuyến qua hai kỳ; nghỉ việc giữa tháng)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M07-01-04","MODULE_TC","M07","Thay đổi hoặc ngoại lệ (mở khóa/điều chỉnh sau chốt kỳ)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M07-01-05","MODULE_TC","M07","Tính nhất quán (tính lại, tải lại, khớp báo cáo)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M07-02-01","MODULE_TC","M07","Luồng nghiệp vụ thông thường","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M07-02-02","MODULE_TC","M07","Thiếu hoặc sai dữ liệu","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M07-02-03","MODULE_TC","M07","Trường hợp ngoại lệ (xung đột ngày chuyến ↔ nghỉ; sửa sau chốt)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M07-02-04","MODULE_TC","M07","Kiểm soát quyền thao tác","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M07-02-05","MODULE_TC","M07","Gửi lại/đồng thời + biên (chuyến qua đêm; nửa ngày; nhiều chuyến trong ngày)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M07-03-01","MODULE_TC","M07","Luồng nghiệp vụ thông thường","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M07-03-02","MODULE_TC","M07","Thiếu hoặc sai dữ liệu (chặn chốt toàn kỳ)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M07-03-03","MODULE_TC","M07","Trường hợp ngoại lệ (mở kỳ có kiểm soát / lập điều chỉnh)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M07-03-04","MODULE_TC","M07","Kiểm soát quyền thao tác","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M07-03-05","MODULE_TC","M07","Gửi lại/đồng thời + biên (2 người chốt cùng lúc; lái chưa có tài khoản; thực lĩnh âm)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M07-04-01","MODULE_TC","M07","Luồng nghiệp vụ thông thường","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M07-04-02","MODULE_TC","M07","Thiếu hoặc sai dữ liệu","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M07-04-03","MODULE_TC","M07","Trường hợp ngoại lệ (phạt trùng; hủy phạt; phạt > thực lĩnh; phạt sau chốt; khiếu nại)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M07-04-04","MODULE_TC","M07","Kiểm soát quyền thao tác (phân cấp phê duyệt theo ngưỡng)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M07-04-05","MODULE_TC","M07","Gửi lại/đồng thời + biên + nhất quán","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M08-01-01","MODULE_TC","M08","Hiển thị dữ liệu thông thường","S05_DRIVER","PASS","ROLE_ROUTE_VISUAL_AND_RBAC","verified","pending"
"TC-M08-01-02","MODULE_TC","M08","Không có dữ liệu","S05_DRIVER","PASS","ROLE_ROUTE_VISUAL_AND_RBAC","verified","pending"
"TC-M08-01-03","MODULE_TC","M08","Trường hợp biên (xoay ngang, cỡ chữ lớn của hệ điều hành, mạng chậm)","S05_DRIVER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M08-01-04","MODULE_TC","M08","Kiểm soát quyền xem","S05_DRIVER","PASS","ROLE_ROUTE_VISUAL_AND_RBAC","verified","pending"
"TC-M08-01-05","MODULE_TC","M08","Đối chiếu dữ liệu nguồn","S05_DRIVER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M08-02-01","MODULE_TC","M08","Hiển thị dữ liệu thông thường","S05_DRIVER","PASS","ROLE_ROUTE_VISUAL_AND_RBAC","verified","pending"
"TC-M08-02-02","MODULE_TC","M08","Không có dữ liệu","S05_DRIVER","PASS","ROLE_ROUTE_VISUAL_AND_RBAC","verified","pending"
"TC-M08-02-03","MODULE_TC","M08","Trường hợp biên (cập nhật khi đang mất mạng; tài liệu nhiều trang; đổi giờ gấp)","S05_DRIVER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M08-02-04","MODULE_TC","M08","Kiểm soát quyền xem","S05_DRIVER","PASS","ROLE_ROUTE_VISUAL_AND_RBAC","verified","pending"
"TC-M08-02-05","MODULE_TC","M08","Đối chiếu dữ liệu nguồn","S05_DRIVER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M08-03-01","MODULE_TC","M08","Hiển thị dữ liệu thông thường","S05_DRIVER","PASS","ROLE_ROUTE_VISUAL_AND_RBAC","verified","pending"
"TC-M08-03-02","MODULE_TC","M08","Không có dữ liệu","S05_DRIVER","PASS","ROLE_ROUTE_VISUAL_AND_RBAC","verified","pending"
"TC-M08-03-03","MODULE_TC","M08","Trường hợp biên (2 lệnh qua ngày; cùng điểm nhận; lệnh 2 đổi xe)","S05_DRIVER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M08-03-04","MODULE_TC","M08","Kiểm soát quyền xem","S05_DRIVER","PASS","ROLE_ROUTE_VISUAL_AND_RBAC","verified","pending"
"TC-M08-03-05","MODULE_TC","M08","Đối chiếu dữ liệu nguồn","S05_DRIVER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M08-04-01","MODULE_TC","M08","Luồng nghiệp vụ thông thường","S05_DRIVER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M08-04-02","MODULE_TC","M08","Thiếu hoặc sai dữ liệu","S05_DRIVER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M08-04-03","MODULE_TC","M08","Trường hợp ngoại lệ (mất mạng — lưu tạm an toàn + đồng bộ)","S05_DRIVER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M08-04-04","MODULE_TC","M08","Kiểm soát quyền thao tác","S05_DRIVER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M08-04-05","MODULE_TC","M08","Gửi lại hoặc thao tác đồng thời (bấm 2 lần; đổi chuyến đang mở; ảnh tải thất bại)","S05_DRIVER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M08-05-01","MODULE_TC","M08","Luồng nghiệp vụ thông thường","S05_DRIVER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M08-05-02","MODULE_TC","M08","Thiếu hoặc sai dữ liệu","S05_DRIVER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M08-05-03","MODULE_TC","M08","Trường hợp ngoại lệ (ảnh mờ / nhiều mã → yêu cầu chụp lại hoặc chọn đúng mã)","S05_DRIVER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M08-05-04","MODULE_TC","M08","Kiểm soát quyền thao tác","S05_DRIVER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M08-05-05","MODULE_TC","M08","Gửi lại hoặc thao tác đồng thời (ảnh xoay; ánh sáng yếu; nhiều container; không mạng)","S05_DRIVER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M08-06-01","MODULE_TC","M08","Hiển thị dữ liệu thông thường","S05_DRIVER","PASS","ROLE_ROUTE_VISUAL_AND_RBAC","verified","pending"
"TC-M08-06-02","MODULE_TC","M08","Không có dữ liệu","S05_DRIVER","PASS","ROLE_ROUTE_VISUAL_AND_RBAC","verified","pending"
"TC-M08-06-03","MODULE_TC","M08","Trường hợp biên (lái xe nghỉ việc; kỳ không phát sinh chuyến; thực lĩnh = 0)","S05_DRIVER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M08-06-04","MODULE_TC","M08","Kiểm soát quyền xem","S05_DRIVER","PASS","ROLE_ROUTE_VISUAL_AND_RBAC","verified","pending"
"TC-M08-06-05","MODULE_TC","M08","Đối chiếu dữ liệu nguồn","S05_DRIVER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M09-01-01","MODULE_TC","M09","Luồng nghiệp vụ thông thường (đề nghị → nhận → chi → đối chiếu)","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M09-01-02","MODULE_TC","M09","Thiếu hoặc sai dữ liệu bắt buộc","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M09-01-03","MODULE_TC","M09","Ngoại lệ: nhiều tạm ứng cho một lô + hoàn trả số dư","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M09-01-04","MODULE_TC","M09","Kiểm soát quyền thao tác (maker-checker + URL trực tiếp)","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M09-01-05","MODULE_TC","M09","Gửi lại/đồng thời + biên: ngoài giờ, quá hạn, ngoại lệ được duyệt","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M09-02-01","MODULE_TC","M09","Luồng ghi khoản chi thông thường (trạng thái Chờ)","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M09-02-02","MODULE_TC","M09","Thiếu hoặc sai dữ liệu + lô ngoài phạm vi","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M09-02-03","MODULE_TC","M09","Ngoại lệ: chọn sai lô, sửa trước duyệt, chi chung nhiều cont","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M09-02-04","MODULE_TC","M09","Kiểm soát quyền: 2 khoản cùng loại hợp lệ + không sửa khoản của người khác","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M09-02-05","MODULE_TC","M09","Gửi lại/đồng thời + biên: nhiều người submit cùng lúc, chi chung một phần hoàn trả","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M09-03-01","MODULE_TC","M09","Luồng gợi ý đơn giá nâng hạ thông thường","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M09-03-02","MODULE_TC","M09","Thiếu hoặc sai dữ liệu + sửa giá không có lý do","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M09-03-03","MODULE_TC","M09","Ngoại lệ: không có bảng giá → nhập tay + đánh dấu kế toán","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M09-03-04","MODULE_TC","M09","Kiểm soát quyền: hiển thị chênh lệch + giữ giá gốc","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M09-03-05","MODULE_TC","M09","Gửi lại/đồng thời + biên: giá đổi trong ngày, cont đặc biệt, nhiều cảng cùng lô","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M09-04-01","MODULE_TC","M09","Luồng gom khoản chi nhiều người theo lô","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M09-04-02","MODULE_TC","M09","Thiếu hoặc sai dữ liệu + dòng mâu thuẫn tổng","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M09-04-03","MODULE_TC","M09","Ngoại lệ: chi chung nhiều người + hoàn trả một phần","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M09-04-04","MODULE_TC","M09","Kiểm soát quyền: chỉ người tạo mới sửa; chuyển tiếp/từ chối cập nhật tổng","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M09-04-05","MODULE_TC","M09","Gửi lại/đồng thời + biên: nhiều người submit cùng lúc, đối chiếu chéo","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M09-05-01","MODULE_TC","M09","Luồng tải ảnh chứng từ thông thường","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M09-05-02","MODULE_TC","M09","Thiếu hoặc sai dữ liệu: sai loại tệp, quá kích thước","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M09-05-03","MODULE_TC","M09","Ngoại lệ: hóa đơn nhiều trang, ảnh xoay","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M09-05-04","MODULE_TC","M09","Kiểm soát quyền: kế toán mở bản gốc, forwarder chỉ xem của mình","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M09-05-05","MODULE_TC","M09","Gửi lại/đồng thời + biên: mạng yếu, tải lỗi, thử lại không trùng","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M10-01-01","MODULE_TC","M10","Tạo lô nháp thành công trên mobile (luồng thường)","S08_CLERK","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M10-01-02","MODULE_TC","M10","Thiếu trường bắt buộc (khách hàng)","S08_CLERK","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M10-01-03","MODULE_TC","M10","Ngoại lệ: mất kết nối khi lưu, gửi lại không trùng","S08_CLERK","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M10-01-04","MODULE_TC","M10","Phân quyền: vai trò ngoài CLERK/ADMIN không vào được","S08_CLERK","PASS","ROLE_RBAC","verified","pending"
"TC-M10-01-05","MODULE_TC","M10","Biên: tạo liên tiếp nhiều lô & lô tạo lúc qua đêm (00:00)","S08_CLERK","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M10-02-01","MODULE_TC","M10","Nhập B/L + công-te-nơ hợp lệ, lưu thành công (luồng thường)","S08_CLERK","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M10-02-02","MODULE_TC","M10","Số công-te-nơ sai định dạng / sai check digit","S08_CLERK","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M10-02-03","MODULE_TC","M10","Ngoại lệ: 1 tờ khai nhiều công-te-nơ & readiness thiếu","S08_CLERK","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M10-02-04","MODULE_TC","M10","Phân quyền: CLERK không thấy nút ""Điều vận""","S08_CLERK","PASS","ROLE_RBAC","verified","pending"
"TC-M10-02-05","MODULE_TC","M10","Gửi lại/đồng thời: lưu B/L 2 lần nhanh; sửa cont khi dispatch đang xem","S08_CLERK","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M10-03-01","MODULE_TC","M10","Bàn giao lô cho điều vận, nhận thông báo (luồng thường)","S08_CLERK","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M10-03-02","MODULE_TC","M10","Thiếu/sai: bàn giao lô không tồn tại hoặc đã có handoff active","S08_CLERK","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M10-03-03","MODULE_TC","M10","Ngoại lệ: sửa lô khi điều vận đang xem → cảnh báo version conflict","S08_CLERK","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M10-03-04","MODULE_TC","M10","Phân quyền: chỉ người xử lý / vai trò đúng mới được resolve","S08_CLERK","PASS","ROLE_RBAC","verified","pending"
"TC-M10-03-05","MODULE_TC","M10","Gửi lại/đồng thời & biên: ngoài giờ, nhiều dispatcher, thu hồi trước gán xe","S08_CLERK","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M11-01-01","MODULE_TC","M11","Luồng nghiệp vụ thông thường","S03_MANAGER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M11-01-02","MODULE_TC","M11","Thiếu hoặc sai dữ liệu (kỳ chưa khóa → cảnh báo; thiếu chi phí chuyến)","S03_MANAGER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M11-01-03","MODULE_TC","M11","Trường hợp ngoại lệ (điều chỉnh hồi tố sau khi mở kỳ)","S03_MANAGER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M11-01-04","MODULE_TC","M11","Kiểm soát quyền thao tác","S03_MANAGER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M11-01-05","MODULE_TC","M11","Gửi lại/đồng thời + biên: cắt kỳ giữa tháng; giá trị 0/âm; chuyến hủy","S03_MANAGER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M11-02-01","MODULE_TC","M11","Luồng nghiệp vụ thông thường","S03_MANAGER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M11-02-02","MODULE_TC","M11","Thiếu hoặc sai dữ liệu (chi phí moóc/chung chưa phân bổ)","S03_MANAGER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M11-02-03","MODULE_TC","M11","Trường hợp ngoại lệ (đổi đầu xe giữa chuyến)","S03_MANAGER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M11-02-04","MODULE_TC","M11","Đầu xe không có chuyến nhưng có chi phí / đầu xe ngừng hoạt động","S03_MANAGER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M11-02-05","MODULE_TC","M11","Chi phí bảo dưỡng xuyên kỳ","S03_MANAGER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M11-03-01","MODULE_TC","M11","Luồng nghiệp vụ thông thường","S03_MANAGER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M11-03-02","MODULE_TC","M11","Thiếu hoặc sai dữ liệu (khoản bị từ chối)","S03_MANAGER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M11-03-03","MODULE_TC","M11","Trường hợp ngoại lệ (phiếu xuyên kỳ)","S03_MANAGER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M11-03-04","MODULE_TC","M11","Một người nhiều phiếu + hoàn ứng một phần","S03_MANAGER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M11-03-05","MODULE_TC","M11","Nhân viên đã nghỉ việc còn số dư","S03_MANAGER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M11-04-01","MODULE_TC","M11","Luồng nghiệp vụ thông thường","S03_MANAGER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M11-04-02","MODULE_TC","M11","Thiếu hoặc sai dữ liệu (chưa thanh toán)","S03_MANAGER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M11-04-03","MODULE_TC","M11","Thanh toán một phần + trả trước","S03_MANAGER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M11-04-04","MODULE_TC","M11","Nhiều lần thanh toán + điều chỉnh ngày thanh toán","S03_MANAGER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
